"Trial","Distance","PacketLossPct","DfsEvent","Timestamp"
"1","0-15","0","False","2026-08-06T13:35:46.8294072+02:00"
"2","0-15","0","False","2026-08-06T13:36:17.4508480+02:00"
"3","0-15","0","False","2026-08-06T13:36:49.8782640+02:00"
"4","0-15","0","False","2026-08-06T13:37:20.4761751+02:00"
"5","0-15","0","False","2026-08-06T13:37:53.1806855+02:00"
"6","0-15","0","False","2026-08-06T13:38:23.8460378+02:00"
"7","0-15","36,6667","True","2026-08-06T13:38:57.6562959+02:00"
"8","0-15","33,3333","True","2026-08-06T13:39:29.4240390+02:00"
"9","0-15","0","False","2026-08-06T13:40:01.8091012+02:00"
"10","0-15","0","False","2026-08-06T13:40:32.2061895+02:00"
"11","0-15","0","False","2026-08-06T13:41:04.3734504+02:00"
"12","0-15","0","False","2026-08-06T13:41:34.8144773+02:00"
"13","0-15","0","False","2026-08-06T13:42:07.2402653+02:00"
"14","0-15","33,3333","True","2026-08-06T13:42:38.9757379+02:00"
"15","0-15","0","False","2026-08-06T13:43:11.4709479+02:00"
"16","0-15","0","False","2026-08-06T13:43:42.0914880+02:00"
"17","0-15","0","False","2026-08-06T13:44:14.6769567+02:00"
"18","0-15","0","False","2026-08-06T13:44:45.4738365+02:00"
"19","0-15","0","False","2026-08-06T13:45:17.9883944+02:00"
"20","0-15","36,6667","True","2026-08-06T13:45:49.8236060+02:00"
"21","0-15","0","False","2026-08-06T13:46:22.1601651+02:00"
"22","0-15","0","False","2026-08-06T13:46:52.7858653+02:00"
"23","0-15","0","False","2026-08-06T13:47:24.9964548+02:00"
"24","0-15","0","False","2026-08-06T13:47:55.4799192+02:00"
"25","0-15","0","False","2026-08-06T13:48:27.7727275+02:00"
"26","0-15","0","False","2026-08-06T13:48:58.2219356+02:00"
"27","0-15","0","False","2026-08-06T13:49:30.5690222+02:00"
"28","0-15","0","False","2026-08-06T13:50:01.0934273+02:00"
"29","0-15","0","False","2026-08-06T13:50:33.6545946+02:00"
"30","0-15","3,33333","False","2026-08-06T13:51:05.0810494+02:00"
"31","0-15","0","False","2026-08-06T13:51:37.5981629+02:00"
"32","0-15","0","False","2026-08-06T13:52:08.0581417+02:00"
"33","0-15","0","False","2026-08-06T13:52:40.2721600+02:00"
"34","0-15","0","False","2026-08-06T13:53:10.7702443+02:00"
"35","0-15","3,33333","False","2026-08-06T13:53:44.2384104+02:00"
"36","0-15","0","False","2026-08-06T13:54:14.7952449+02:00"
"37","0-15","0","False","2026-08-06T13:54:47.1260327+02:00"
"38","0-15","0","False","2026-08-06T13:55:17.6528732+02:00"
"39","0-15","0","False","2026-08-06T13:55:50.1580322+02:00"
"40","0-15","0","False","2026-08-06T13:56:20.8090928+02:00"
"41","0-15","0","False","2026-08-06T13:56:53.5753989+02:00"
"42","0-15","0","False","2026-08-06T13:57:24.4768641+02:00"
"43","0-15","0","False","2026-08-06T13:57:57.4876893+02:00"
"44","0-15","0","False","2026-08-06T13:58:28.2515593+02:00"
"45","0-15","0","False","2026-08-06T13:59:01.3164237+02:00"
"46","0-15","0","False","2026-08-06T13:59:32.0437973+02:00"
"47","0-15","0","False","2026-08-06T14:00:05.1451716+02:00"
"48","0-15","0","False","2026-08-06T14:00:36.0343320+02:00"
"49","0-15","0","False","2026-08-06T14:01:08.2054188+02:00"
"50","0-15","3,33333","False","2026-08-06T14:01:39.6956194+02:00"
"51","0-15","0","False","2026-08-06T14:02:11.8515651+02:00"
"52","0-15","3,33333","False","2026-08-06T14:02:43.3694716+02:00"
"53","0-15","0","False","2026-08-06T14:03:15.4555437+02:00"
"54","0-15","0","False","2026-08-06T14:03:45.8938819+02:00"
"55","0-15","0","False","2026-08-06T14:04:18.1363314+02:00"
"56","0-15","0","False","2026-08-06T14:04:48.6291133+02:00"
"57","0-15","0","False","2026-08-06T14:05:20.8604772+02:00"
"58","0-15","0","False","2026-08-06T14:05:51.6380024+02:00"
"59","0-15","0","False","2026-08-06T14:06:24.3474861+02:00"
"60","0-15","0","False","2026-08-06T14:06:54.9878724+02:00"
"61","0-15","0","False","2026-08-06T14:07:27.5658658+02:00"
"62","0-15","0","False","2026-08-06T14:07:58.0277609+02:00"
"63","0-15","0","False","2026-08-06T14:08:30.1878137+02:00"
"64","0-15","3,33333","False","2026-08-06T14:09:01.5653327+02:00"
"65","0-15","0","False","2026-08-06T14:09:33.5877884+02:00"
"66","0-15","0","False","2026-08-06T14:10:04.0576751+02:00"
"67","0-15","6,66667","False","2026-08-06T14:10:37.4291208+02:00"
